country,suggestion,gender,cantidad,Percentage
Austria,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,2,0.04%
Austria,Automatic Data Processing Planner,Female,1,0.02%
Austria,Automatic Data Processing Planner,Male,1,0.02%
Austria,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,2,0.04%
Austria,Clinical Data Specialist,Male,1,0.02%
Austria,Computer or Data Processing Systems Consultant,Female,1,0.02%
Austria,Computer or Data Processing Systems Consultant,Male,2,0.04%
Austria,Crime Data Specialist,Male,1,0.02%
Austria,Data Administrator,Female,1,0.02%
Austria,Data Base Design Analyst,Female,1,0.02%
Austria,Data Base Design Analyst,Male,1,0.02%
Austria,Data Coder Operator,Male,1,0.02%
Austria,Data Communications Software Consultant,Female,1,0.02%
Austria,Data Communications Software Consultant,Male,1,0.02%
Austria,Data Coordinator,Male,2,0.04%
Austria,Data Entry Representative,Female,1,0.02%
Austria,Data Entry Specialist,Female,1,0.02%
Austria,Data Keyer,Male,1,0.02%
Austria,Data Management Associate,Male,1,0.02%
Austria,Data Management Information Technology Specialist,Female,1,0.02%
Austria,Data Officer,Male,2,0.04%
Austria,Data Processing Auditor,Female,2,0.04%
Austria,Data Processing Auditor,Male,1,0.02%
Austria,Data Processing Systems Project Planner,Male,1,0.02%
Austria,Data Security Analyst,Male,2,0.04%
Austria,Data Systems Manager,Female,1,0.02%
Austria,Data Warehouse Developer,Male,1,0.02%
Austria,Data Warehousing Engineer,Female,2,0.04%
Austria,Data Warehousing Engineer,Male,3,0.05%
Austria,Data Warehousing Manager,Female,1,0.02%
Austria,Database Administration Associate,Male,1,0.02%
Austria,Database Administration Manager,Male,1,0.02%
Austria,Database Architect,Male,1,0.02%
Austria,Database Coordinator,Male,1,0.02%
Austria,Database Design Analyst,Male,1,0.02%
Austria,Database Developer,Female,1,0.02%
Austria,Database Development and Administration Project Manager,Female,1,0.02%
Austria,Database Engineer,Female,1,0.02%
Austria,Database Engineer,Male,1,0.02%
Austria,Database Manager,Female,1,0.02%
Austria,Database Marketing Analyst,Male,1,0.02%
Austria,Database Modeler,Female,1,0.02%
Austria,Database Security Administrator,Female,1,0.02%
Austria,Database Security Administrator,Male,2,0.04%
Austria,Database Security Expert,Male,1,0.02%
Austria,Database Software Technician,Male,2,0.04%
Austria,Databases Computer Consultant,Male,1,0.02%
Austria,Director of Data Operations,Male,1,0.02%
Austria,Electronic Data Processing Auditor (EDP Auditor),Male,1,0.02%
Austria,Field Artillery Automated Tactical Data System Specialist,Female,1,0.02%
Austria,GPS Field Data Collector (Global Positioning System Field Data Collector),Male,1,0.02%
Austria,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,1,0.02%
Austria,Geographic Information Systems Data Manager (GIS Data Manager),Male,1,0.02%
Austria,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,1,0.02%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,2,0.04%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,2,0.04%
Austria,Internet Database Specialist,Male,1,0.02%
Austria,Maintenance Data Analyst,Female,1,0.02%
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Female,1,0.02%
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Male,1,0.02%
Belgium,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,0.02%
Belgium,Automatic Data Processing Planner,Male,2,0.04%
Belgium,Automatic Data Processing Planner (ADP Planner),Male,1,0.02%
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,2,0.04%
Belgium,Clinical Data Associate,Female,2,0.04%
Belgium,Clinical Data Associate,Male,1,0.02%
Belgium,Clinical Data Coordinator,Male,1,0.02%
Belgium,Crime Data Specialist,Female,1,0.02%
Belgium,Data Administrator,Female,1,0.02%
Belgium,Data Administrator,Male,2,0.04%
Belgium,Data Architect,Female,1,0.02%
Belgium,Data Architect,Male,2,0.04%
Belgium,Data Base Design Analyst,Male,1,0.02%
Belgium,Data Capture Specialist,Male,1,0.02%
Belgium,Data Collector,Female,1,0.02%
Belgium,Data Communications Analyst,Male,1,0.02%
Belgium,Data Coordinator,Male,1,0.02%
Belgium,Data Entry Associate,Female,1,0.02%
Belgium,Data Entry Representative,Male,1,0.02%
Belgium,Data Entry Specialist,Male,1,0.02%
Belgium,Data Management Associate,Female,1,0.02%
Belgium,Data Management Information Technology Specialist,Female,1,0.02%
Belgium,Data Management Information Technology Specialist,Male,1,0.02%
Belgium,Data Manager,Male,1,0.02%
Belgium,Data Miner,Female,1,0.02%
Belgium,Data Officer,Female,2,0.04%
Belgium,Data Officer,Male,2,0.04%
Belgium,Data Processing Consultant,Female,1,0.02%
Belgium,Data Processing Manager,Female,1,0.02%
Belgium,Data Processing Systems Analyst,Female,1,0.02%
Belgium,Data Processing Systems Analyst,Male,1,0.02%
Belgium,Data Processing Systems Project Planner,Male,2,0.04%
Belgium,Data Recovery Planner,Male,1,0.02%
Belgium,Data Scientist,Female,2,0.04%
Belgium,Data Scientist,Male,2,0.04%
Belgium,Data Security Administrator,Female,2,0.04%
Belgium,Data Security Administrator,Male,1,0.02%
Belgium,Data Security Analyst,Male,2,0.04%
Belgium,Data Storage Specialist,Male,1,0.02%
Belgium,Data Systems Manager,Female,1,0.02%
Belgium,Data Warehouse Analyst,Female,1,0.02%
Belgium,Data Warehouse Developer,Male,1,0.02%
Belgium,Data Warehouse Specialist,Female,2,0.04%
Belgium,Data Warehousing Manager,Female,2,0.04%
Belgium,Database Administration Associate,Male,2,0.04%
Belgium,Database Architect,Male,1,0.02%
Belgium,Database Consultant,Female,1,0.02%
Belgium,Database Consultant,Male,1,0.02%
Belgium,Database Coordinator,Male,1,0.02%
Belgium,Database Design Analyst,Male,1,0.02%
Belgium,Database Designer,Male,2,0.04%
Belgium,Database Development and Administration Project Manager,Male,1,0.02%
Belgium,Database Engineer,Female,1,0.02%
Belgium,Database Engineer,Male,2,0.04%
Belgium,Database Management System Specialist (DBMS Specialist),Female,1,0.02%
Belgium,Database Management System Specialist (DBMS Specialist),Male,1,0.02%
Belgium,Database Manager,Female,2,0.04%
Belgium,Database Manager,Male,1,0.02%
Belgium,Database Marketing Analyst,Female,2,0.04%
Belgium,Database Security Administrator,Male,1,0.02%
Belgium,Database Software Technician,Female,1,0.02%
Belgium,Database Tester,Female,1,0.02%
Belgium,Database Tester,Male,1,0.02%
Belgium,Director of Data Operations,Female,1,0.02%
Belgium,Director of Data Operations,Male,2,0.04%
Belgium,Electronic Data Processing Auditor (EDP Auditor),Male,1,0.02%
Belgium,Field Artillery Automated Tactical Data System Specialist,Male,1,0.02%
Belgium,Flight Data Technician,Female,1,0.02%
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,0.02%
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),Male,2,0.04%
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,2,0.04%
Belgium,Head of Information Systems and Data Processing,Male,1,0.02%
Belgium,Health Data Analyst,Male,3,0.05%
Belgium,Log Data Technician,Male,1,0.02%
Belgium,Marketing Database Analyst,Male,1,0.02%
Belgium,Medical Data Analyst,Male,1,0.02%
Belgium,Oracle Database Administrator (Oracle DBA),Female,1,0.02%
Belgium,Reference Data Expert,Male,1,0.02%
Belgium,SQL Database Administrator,Male,1,0.02%
Bulgaria,Automatic Data Processing Planner,Female,1,0.02%
Bulgaria,Automatic Data Processing Planner (ADP Planner),Male,1,0.02%
Bulgaria,Business Database Analyst,Male,1,0.02%
Bulgaria,Clinical Data Management Associate Director,Male,1,0.02%
Bulgaria,Clinical Data Manager,Male,1,0.02%
Bulgaria,Computer or Data Processing Systems Consultant,Male,1,0.02%
Bulgaria,Data Abstractor,Female,1,0.02%
Bulgaria,Data Administrator,Female,1,0.02%
Bulgaria,Data Administrator,Male,1,0.02%
Bulgaria,Data Architect,Female,2,0.04%
Bulgaria,Data Base Design Analyst,Male,1,0.02%
Bulgaria,Data Center Manager,Male,1,0.02%
Bulgaria,Data Center Operator,Male,1,0.02%
Bulgaria,Data Communications Analyst,Female,1,0.02%
Bulgaria,Data Compiler,Female,1,0.02%
Bulgaria,Data Control Assistant,Male,1,0.02%
Bulgaria,Data Coordinator,Female,1,0.02%
Bulgaria,Data Management Associate,Male,1,0.02%
Bulgaria,Data Management Information Technology Specialist,Male,1,0.02%
Bulgaria,Data Miner,Female,2,0.04%
Bulgaria,Data Modeling Specialist,Female,1,0.02%
Bulgaria,Data Officer,Female,1,0.02%
Bulgaria,Data Operations Director,Female,1,0.02%
Bulgaria,Data Processing Auditor,Female,1,0.02%
Bulgaria,Data Processing Auditor,Male,1,0.02%
Bulgaria,Data Processing Manager,Female,1,0.02%
Bulgaria,Data Processing Manager,Male,2,0.04%
Bulgaria,Data Processing Systems Analyst,Female,1,0.02%
Bulgaria,Data Processing Systems Analyst,Male,1,0.02%
Bulgaria,Data Recovery Planner,Female,1,0.02%
Bulgaria,Data Reduction Technician,Male,1,0.02%
Bulgaria,Data Security Administrator,Female,1,0.02%
Bulgaria,Data Security Analyst,Female,1,0.02%
Bulgaria,Data Storage Specialist,Female,1,0.02%
Bulgaria,Data Systems Manager,Female,1,0.02%
Bulgaria,Data Warehouse Architect,Female,1,0.02%
Bulgaria,Data Warehouse Architect,Male,2,0.04%
Bulgaria,Data Warehouse Developer,Female,1,0.02%
Bulgaria,Data Warehouse Developer,Male,1,0.02%
Bulgaria,Data Warehouse Specialist,Male,5,0.09%
Bulgaria,Data Warehousing Engineer,Female,1,0.02%
Bulgaria,Data Warehousing Specialist,Female,1,0.02%
Bulgaria,Data Warehousing Specialist,Male,1,0.02%
Bulgaria,Database Administration Associate,Female,1,0.02%
Bulgaria,Database Administration Associate,Male,1,0.02%
Bulgaria,Database Administration Manager,Female,1,0.02%
Bulgaria,Database Analyst,Female,1,0.02%
Bulgaria,Database Architect,Male,1,0.02%
Bulgaria,Database Consultant,Female,1,0.02%
Bulgaria,Database Coordinator,Male,1,0.02%
Bulgaria,Database Design Analyst,Male,1,0.02%
Bulgaria,Database Designer,Female,2,0.04%
Bulgaria,Database Development Project Manager,Female,1,0.02%
Bulgaria,Database Modeler,Male,2,0.04%
Bulgaria,Database Security Administrator,Male,1,0.02%
Bulgaria,Database Security Expert,Male,1,0.02%
Bulgaria,Database Software Technician,Female,1,0.02%
Bulgaria,Database Software Technician,Male,1,0.02%
Bulgaria,Database Tester,Female,2,0.04%
Bulgaria,Director of Data Operations,Male,1,0.02%
Bulgaria,Electronic Data Processing Auditor (EDP Auditor),Male,1,0.02%
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,3,0.05%
Bulgaria,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,1,0.02%
Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),Male,1,0.02%
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,3,0.05%
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,1,0.02%
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,1,0.02%
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,1,0.02%
Bulgaria,Head of Information Systems and Data Processing,Female,1,0.02%
Bulgaria,Head of Information Systems and Data Processing,Male,2,0.04%
Bulgaria,Internet Database Specialist,Male,4,0.07%
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Female,1,0.02%
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Male,1,0.02%
Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,0.02%
Bulgaria,SQL Database Administrator,Male,2,0.04%
Bulgaria,Survey Data Technician,Male,1,0.02%
Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,0.02%
Croatia,Clinical Data Abstractor,Male,1,0.02%
Croatia,Clinical Data Management Associate Director,Male,1,0.02%
Croatia,Computer or Data Processing Systems Consultant,Female,1,0.02%
Croatia,Computer or Data Processing Systems Consultant,Male,1,0.02%
Croatia,Data Administrator,Male,1,0.02%
Croatia,Data Analysis Assistant,Male,1,0.02%
Croatia,Data Coordinator,Male,1,0.02%
Croatia,Data Entry Associate,Female,1,0.02%
Croatia,Data Management Associate,Male,1,0.02%
Croatia,Data Management Information Technology Specialist,Male,1,0.02%
Croatia,Data Modeling Specialist,Male,1,0.02%
Croatia,Data Officer,Female,1,0.02%
Croatia,Data Operations Director,Male,1,0.02%
Croatia,Data Processing Manager,Female,1,0.02%
Croatia,Data Processing Systems Project Planner,Male,1,0.02%
Croatia,Data Security Administrator,Male,2,0.04%
Croatia,Data Storage Specialist,Female,1,0.02%
Croatia,Data Storage Specialist,Male,1,0.02%
Croatia,Data Systems Manager,Female,1,0.02%
Croatia,Data Systems Manager,Male,1,0.02%
Croatia,Data Warehouse Developer,Male,1,0.02%
Croatia,Data Warehouse Specialist,Female,1,0.02%
Croatia,Database Coordinator,Female,1,0.02%
Croatia,Database Design Analyst,Female,1,0.02%
Croatia,Database Design Analyst,Male,1,0.02%
Croatia,Database Designer,Male,1,0.02%
Croatia,Database Engineer,Male,1,0.02%
Croatia,Database Modeler,Female,1,0.02%
Croatia,Database Modeler,Male,1,0.02%
Croatia,Database Security Administrator,Female,1,0.02%
Croatia,Database Security Administrator,Male,2,0.04%
Croatia,Database Security Expert,Male,1,0.02%
Croatia,Database Specialist,Male,1,0.02%
Croatia,Database Tester,Male,1,0.02%
Croatia,Electronic Data Interchange System Developer (EDI System Developer),Male,1,0.02%
Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,1,0.02%
Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,1,0.02%
Croatia,Geographic Information Systems Data Manager (GIS Data Manager),Male,2,0.04%
Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,1,0.02%
Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,1,0.02%
Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,1,0.02%
Croatia,Head of Information Systems and Data Processing,Male,1,0.02%
Croatia,Internet Database Specialist,Female,2,0.04%
Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",Female,1,0.02%
Cyprus,Clinical Trials Data Coordinator,Female,1,0.02%
Cyprus,Data Communications Analyst,Female,1,0.02%
Cyprus,Data Management Associate,Male,1,0.02%
Cyprus,Data Modeling Specialist,Male,1,0.02%
Cyprus,Data Systems Manager,Male,1,0.02%
Cyprus,Data Warehousing Specialist,Male,1,0.02%
Cyprus,Database Administrator (DBA),Male,1,0.02%
Cyprus,Head of Information Systems and Data Processing,Male,1,0.02%
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,1,0.02%
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,0.02%
Czechia,Automatic Data Processing Planner,Male,2,0.04%
Czechia,Automatic Data Processing Planner (ADP Planner),Female,1,0.02%
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Female,1,0.02%
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,2,0.04%
Czechia,Clinical Data Coordinator,Male,1,0.02%
Czechia,Computer or Data Processing Systems Consultant,Female,1,0.02%
Czechia,Computer or Data Processing Systems Consultant,Male,2,0.04%
Czechia,Data Acquisition Technician,Male,1,0.02%
Czechia,Data Administrator,Female,2,0.04%
Czechia,Data Architect,Female,1,0.02%
Czechia,Data Architect,Male,1,0.02%
Czechia,Data Center Operator,Male,1,0.02%
Czechia,Data Collection Technician,Female,1,0.02%
Czechia,Data Communications Analyst,Male,1,0.02%
Czechia,Data Communications Software Consultant,Female,1,0.02%
Czechia,Data Control Assistant,Female,1,0.02%
Czechia,Data Coordinator,Male,1,0.02%
Czechia,Data Entry Machine Operator,Female,1,0.02%
Czechia,Data Entry Specialist,Female,1,0.02%
Czechia,Data Keyer,Female,1,0.02%
Czechia,Data Management Associate,Female,1,0.02%
Czechia,Data Management Information Technology Specialist,Male,1,0.02%
Czechia,Data Manager,Female,1,0.02%
Czechia,Data Miner,Female,1,0.02%
Czechia,Data Modeling Specialist,Female,1,0.02%
Czechia,Data Modeling Specialist,Male,1,0.02%
Czechia,Data Officer,Female,2,0.04%
Czechia,Data Officer,Male,2,0.04%
Czechia,Data Operations Director,Female,2,0.04%
Czechia,Data Operations Director,Male,1,0.02%
Czechia,Data Processing Auditor,Male,1,0.02%
Czechia,Data Processing Auxiliary Equipment Operator,Female,1,0.02%
Czechia,Data Processing Equipment Repairer,Male,1,0.02%
Czechia,Data Processing Manager,Male,1,0.02%
Czechia,Data Processing Mechanic,Female,1,0.02%
Czechia,Data Processing Services Sales Representative,Female,1,0.02%
Czechia,Data Processing Systems Analyst,Male,3,0.05%
Czechia,Data Processing Systems Project Planner,Female,1,0.02%
Czechia,Data Processing Systems Project Planner,Male,1,0.02%
Czechia,Data Sciences Director,Male,1,0.02%
Czechia,Data Scientist,Male,1,0.02%
Czechia,Data Security Analyst,Female,1,0.02%
Czechia,Data Security Analyst,Male,1,0.02%
Czechia,Data Storage Specialist,Female,1,0.02%
Czechia,Data Storage Specialist,Male,2,0.04%
Czechia,Data Systems Manager,Male,1,0.02%
Czechia,Data Technician,Male,1,0.02%
Czechia,Data Warehouse Analyst,Female,1,0.02%
Czechia,Data Warehouse Analyst,Male,1,0.02%
Czechia,Data Warehouse Architect,Female,1,0.02%
Czechia,Data Warehouse Architect,Male,1,0.02%
Czechia,Data Warehouse Developer,Male,1,0.02%
Czechia,Data Warehousing Engineer,Male,1,0.02%
Czechia,Data Warehousing Manager,Female,1,0.02%
Czechia,Data Warehousing Manager,Male,1,0.02%
Czechia,Data Warehousing Specialist,Female,1,0.02%
Czechia,Database Administration Associate,Male,1,0.02%
Czechia,Database Administrator (DBA),Female,1,0.02%
Czechia,Database Architect,Male,2,0.04%
Czechia,Database Consultant,Female,1,0.02%
Czechia,Database Consultant,Male,2,0.04%
Czechia,Database Coordinator,Female,1,0.02%
Czechia,Database Coordinator,Male,1,0.02%
Czechia,Database Designer,Female,1,0.02%
Czechia,Database Development Project Manager,Male,1,0.02%
Czechia,Database Development and Administration Project Manager,Female,1,0.02%
Czechia,Database Engineer,Male,3,0.05%
Czechia,Database Management System Specialist (DBMS Specialist),Female,1,0.02%
Czechia,Database Marketing Analyst,Female,1,0.02%
Czechia,Database Security Administrator,Female,3,0.05%
Czechia,Database Security Expert,Female,1,0.02%
Czechia,Database Security Expert,Male,1,0.02%
Czechia,Database Software Technician,Female,2,0.04%
Czechia,Database Software Technician,Male,1,0.02%
Czechia,Database Specialist,Female,1,0.02%
Czechia,Database Tester,Male,2,0.04%
Czechia,Databases Computer Consultant,Female,1,0.02%
Czechia,Databases Computer Consultant,Male,1,0.02%
Czechia,Databases Software Consultant,Male,1,0.02%
Czechia,Director of Data Operations,Female,1,0.02%
Czechia,Director of Data Operations,Male,2,0.04%
Czechia,Electronic Data Processing Auditor (EDP Auditor),Female,1,0.02%
Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,1,0.02%
Czechia,Flight Test Data Acquisition Technician,Male,1,0.02%
Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),Female,1,0.02%
Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,1,0.02%
Czechia,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,0.02%
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,2,0.04%
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,1,0.02%
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,1,0.02%
Czechia,Head of Information Systems and Data Processing,Male,3,0.05%
Czechia,Health Data Analyst,Female,1,0.02%
Czechia,Internet Database Specialist,Female,1,0.02%
Czechia,Internet Database Specialist,Male,3,0.05%
Czechia,Maintenance Data Analyst,Female,1,0.02%
Czechia,Marketing Database Analyst,Male,1,0.02%
Czechia,Micro Computer Data Processor,Male,1,0.02%
Czechia,Naval Tactical Data System--Combat Information Center Officer,Female,1,0.02%
Czechia,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Female,1,0.02%
Czechia,Oracle Database Administrator (Oracle DBA),Female,1,0.02%
Czechia,Oracle Database Administrator (Oracle DBA),Male,2,0.04%
Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,0.02%
Czechia,SQL Database Administrator,Male,1,0.02%
Denmark,Automatic Data Processing Planner,Female,1,0.02%
Denmark,Automatic Data Processing Planner,Male,1,0.02%
Denmark,Automatic Data Processing Planner (ADP Planner),Female,1,0.02%
Denmark,Automatic Data Processing Planner (ADP Planner),Male,1,0.02%
Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,1,0.02%
Denmark,Clinical Data Manager,Male,1,0.02%
Denmark,Data Architect,Male,1,0.02%
Denmark,Data Base Design Analyst,Female,1,0.02%
Denmark,Data Communications Software Consultant,Female,1,0.02%
Denmark,Data Communications Software Consultant,Male,3,0.05%
Denmark,Data Coordinator,Male,2,0.04%
Denmark,Data Keyer,Male,1,0.02%
Denmark,Data Management Information Technology Specialist,Female,1,0.02%
Denmark,Data Manager,Male,1,0.02%
Denmark,Data Officer,Female,2,0.04%
Denmark,Data Officer,Male,2,0.04%
Denmark,Data Operations Director,Male,1,0.02%
Denmark,Data Processing Auditor,Male,1,0.02%
Denmark,Data Processing Consultant,Female,1,0.02%
Denmark,Data Processing Consultant,Male,1,0.02%
Denmark,Data Processing Manager,Male,1,0.02%
Denmark,Data Scientist,Male,1,0.02%
Denmark,Data Storage Specialist,Female,1,0.02%
Denmark,Data Storage Specialist,Male,1,0.02%
Denmark,Data Systems Manager,Male,1,0.02%
Denmark,Data Transcriber,Male,1,0.02%
Denmark,Data Typist,Female,1,0.02%
Denmark,Data Warehouse Analyst,Male,1,0.02%
Denmark,Data Warehouse Architect,Male,2,0.04%
Denmark,Data Warehouse Developer,Female,1,0.02%
Denmark,Data Warehouse Specialist,Female,1,0.02%
Denmark,Data Warehousing Specialist,Female,1,0.02%
Denmark,Database Administration Associate,Female,1,0.02%
Denmark,Database Consultant,Male,1,0.02%
Denmark,Database Coordinator,Female,1,0.02%
Denmark,Database Coordinator,Male,1,0.02%
Denmark,Database Designer,Female,1,0.02%
Denmark,Database Development and Administration Project Manager,Female,1,0.02%
Denmark,Database Development and Administration Project Manager,Male,1,0.02%
Denmark,Database Engineer,Female,1,0.02%
Denmark,Database Management System Specialist (DBMS Specialist),Female,2,0.04%
Denmark,Database Modeler,Male,1,0.02%
Denmark,Database Security Expert,Female,1,0.02%
Denmark,Database Security Expert,Male,1,0.02%
Denmark,Database Specialist,Female,1,0.02%
Denmark,Database Specialist,Male,2,0.04%
Denmark,Database Tester,Female,1,0.02%
Denmark,Database Tester,Male,1,0.02%
Denmark,Databases Computer Consultant,Female,1,0.02%
Denmark,Director of Data Operations,Male,1,0.02%
Denmark,Electronic Data Interchange System Developer (EDI System Developer),Male,2,0.04%
Denmark,Electronic Data Processing Auditor (EDP Auditor),Male,1,0.02%
Denmark,Field Traffic Data Technician,Male,1,0.02%
Denmark,Health Data Analyst,Male,1,0.02%
Denmark,Internet Database Specialist,Female,1,0.02%
Denmark,Medical Data Analyst,Male,1,0.02%
Denmark,Oracle Database Administrator (Oracle DBA),Female,1,0.02%
Denmark,Oracle Database Administrator (Oracle DBA),Male,2,0.04%
Denmark,SQL Database Administrator,Male,1,0.02%
Denmark,Survey Data Technician,Female,2,0.04%
Estonia,Data Base Design Analyst,Female,1,0.02%
Estonia,Data Collection Technician,Male,1,0.02%
Estonia,Data Entry Supervisor,Male,1,0.02%
Estonia,Data Management Information Technology Specialist,Male,1,0.02%
Estonia,Data Operations Director,Female,1,0.02%
Estonia,Data Processing Supervisor,Male,1,0.02%
Estonia,Database Administration Manager,Male,1,0.02%
Estonia,Database Manager,Male,1,0.02%
Estonia,Director of Data Operations,Female,1,0.02%
Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,1,0.02%
Finland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,1,0.02%
Finland,Automatic Data Processing Planner (ADP Planner),Female,1,0.02%
Finland,Clinical Data Management Manager (CDM Manager),Female,1,0.02%
Finland,Computer or Data Processing Systems Consultant,Female,1,0.02%
Finland,Computer or Data Processing Systems Consultant,Male,1,0.02%
Finland,Data Administrator,Male,1,0.02%
Finland,Data Analysis Assistant,Male,1,0.02%
Finland,Data Architect,Female,1,0.02%
Finland,Data Collection Technician,Male,1,0.02%
Finland,Data Communications Analyst,Female,1,0.02%
Finland,Data Coordinator,Female,2,0.04%
Finland,Data Coordinator,Male,1,0.02%
Finland,Data Entry Representative,Male,1,0.02%
Finland,Data Management Information Technology Specialist,Female,1,0.02%
Finland,Data Manager,Male,1,0.02%
Finland,Data Modeling Specialist,Female,2,0.04%
Finland,Data Officer,Female,1,0.02%
Finland,Data Officer,Male,2,0.04%
Finland,Data Operations Director,Male,1,0.02%
Finland,Data Processing Auditor,Male,2,0.04%
Finland,Data Processing Consultant,Female,1,0.02%
Finland,Data Processing Manager,Male,1,0.02%
Finland,Data Processing Mechanic,Male,1,0.02%
Finland,Data Processing Systems Analyst,Male,1,0.02%
Finland,Data Reduction Technician,Female,1,0.02%
Finland,Data Reduction Technician,Male,1,0.02%
Finland,Data Scientist,Male,1,0.02%
Finland,Data Security Analyst,Male,1,0.02%
Finland,Data Storage Specialist,Female,1,0.02%
Finland,Data Transcriber,Female,1,0.02%
Finland,Data Warehouse Developer,Male,1,0.02%
Finland,Data Warehousing Engineer,Male,1,0.02%
Finland,Data Warehousing Manager,Male,1,0.02%
Finland,Data Warehousing Specialist,Female,1,0.02%
Finland,Database Administration Associate,Female,1,0.02%
Finland,Database Administration Manager,Female,1,0.02%
Finland,Database Administration Manager,Male,2,0.04%
Finland,Database Consultant,Female,1,0.02%
Finland,Database Coordinator,Male,1,0.02%
Finland,Database Development Project Manager,Female,1,0.02%
Finland,Database Development and Administration Project Manager,Male,1,0.02%
Finland,Database Manager,Female,1,0.02%
Finland,Database Marketing Analyst,Male,3,0.05%
Finland,Database Software Technician,Male,2,0.04%
Finland,Database Specialist,Male,1,0.02%
Finland,Database Tester,Female,1,0.02%
Finland,Database Tester,Male,1,0.02%
Finland,Databases Computer Consultant,Female,1,0.02%
Finland,Databases Computer Consultant,Male,1,0.02%
Finland,Databases Software Consultant,Male,1,0.02%
Finland,Datastage Developer,Female,1,0.02%
Finland,Director of Data Operations,Male,2,0.04%
Finland,Electronic Data Processing Auditor (EDP Auditor),Male,2,0.04%
Finland,Field Artillery Automated Tactical Data System Specialist,Male,1,0.02%
Finland,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,2,0.04%
Finland,Geographic Information Systems Data Manager (GIS Data Manager),Female,1,0.02%
Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,1,0.02%
Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,2,0.04%
Finland,Internet Database Specialist,Male,1,0.02%
Finland,Naval Tactical Data System--Combat Information Center Officer,Female,1,0.02%
Finland,Oracle Database Administrator (Oracle DBA),Female,1,0.02%
Finland,Oracle Database Administrator (Oracle DBA),Male,1,0.02%
Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),Female,1,0.02%
France,Analytical Data Miner,Female,1,0.02%
France,Analytical Data Miner,Male,1,0.02%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,1,0.02%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,10,0.18%
France,Automatic Data Processing Planner,Female,6,0.11%
France,Automatic Data Processing Planner,Male,7,0.12%
